#missing_number - questionoption1: 숫자 간 간격 / questionoption2: 괄호 위치(미지정 시 랜덤) / questionoption3: ascending, descending 지정 가능, 없으면 둘 중 하나 / answerpoint1: 시작 수 세팅 (10=10의 배수, 5=5의 배수..), 없으면 랜덤                                                                                         #operations_with_objects - questionoption2: regroupingtrue시 받아올림,받아내림 강제. regroupingfalse시 받아올림, 받아내림 없음. 없으면 둘 중 하나.                                                                                         #operations_without_objects - questionoption3: vertical시 세로 연산. horizontal시 가로 연산. 없으면 둘 중 하나.                                                                                         #biggest_and_smallest - questionoption1: biggest시 가장 큰 수. smallest시 가장 작은 수.                                                                                         #bigger_and_smaller - questionoption1: bigger시 더 큰 수. smaller시 더 작은 수. / questionoption2: image, number 지정, 없으면 둘 중 하나 / questionoption3: image의 경우 lineup을 기재하면 정렬됨                                                                                         #compare_number_magnitudes - questionoption1: ascending, descending 지정 가능, 없으면 둘 중 하나 / answeroption1: 숫자 간 간격 지정, 없으면 지정하지 않음.                                                                                         #shapes - questionoption1: 질문, 음성 파일 명과 일치해야 함 / answerrange: 항목 중 답변을 하나 선택. 이미지 파일 명과 일치해야 함 / answeroption1 항목 중 보기 선택. 이미지 파일 명과 일치해야 함"											
#level	worksheet	leveltypesequence	type	templatename	questionoption1	questionoption2	questionoption3	questionoption4	questionoption5	answer	answeroption1			
PostTest_1	1	1001, 1001, 1002, 1002, 1003, 1004, 1004, 1005, 1005, 1006												
			32001	operations_with_objects	1~4+1~4=?					2~5				
			32002	operations_with_objects	2~5-1~4=?					1~4				
			32003	missing_number_drag	1	4	descending			1~5				
MiniTest_3_3	1	33001, 33002, 33003, 33004, 33005												
			33001	bigger_and_smaller	bigger	number		·UUUUõÙ âæ ÕÇ¸æ ãñ?	which_is_bigger.m4a	1~10				
			33002	bigger_and_smaller	smaller	number		·UUUUõÙ âæ ÀôÅæ ãñ?	which_is_smaller.m4a	1~10				
			33003	biggest_and_smallest	biggest	·UUUUõÙ âæ âÕâð ÕÇ¸æ ãñ?	which_is_the_biggest.m4a			1~10				
			33004	biggest_and_smallest	smallest	·UUUUõÙâæ âÕâð ÀôÅæ ãñ?	which_is_the_smallest.m4a			1~10				
			33005	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			1~10
PostTest_3	1	3001, 3002, 3003~3004, 3005, 3006, 3007~3008, 3009, 3010, 3011, 3012												
			3001	2digit_numbers	howmany.m4a					21~50				
			3002	recognize_number						21~50				
			3003	bigger_and_smaller	bigger	number		·UUUUõÙ âæ ÕÇ¸æ ãñ?	which_is_bigger.m4a	1~20				
			3004	bigger_and_smaller	smaller	number		·UUUUõÙ âæ ÀôÅæ ãñ?	which_is_smaller.m4a	1~20				
			3005	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			1~10
			3006	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			1~20
			3007	biggest_and_smallest	biggest	·UUUUõÙ âæ âÕâð ÕÇ¸æ ãñ?	which_is_the_biggest.m4a			1~20				
			3008	biggest_and_smallest	smallest	·UUUUõÙâæ âÕâð ÀôÅæ ãñ?	which_is_the_smallest.m4a			1~20				
			3009	missing_number_drag	1	3	ascending			1~10				
			3010	missing_number_drag	1	4	descending			1~10				
			3011	operations_with_objects	1~10+1~10=?	regroupingfalse				1~10				
			3012	operations_with_objects	1~10-1~10=?	regroupingfalse				1~10				
MiniTest_4_1	1	41001, 41002, 41003, 41004, 41005												
			41001	recognize_number						21~50				
			41002	number_identification						51~99				
			41003	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			1~20
			41004	missing_number_drag	1	4	ascending			1~10				
			41005	bigger_and_smaller	bigger	number		·UUUUõÙ âæ ÕÇ¸æ ãñ?	which_is_bigger.m4a	20~50				
MiniTest_4_2	1	42001, 42002, 42003, 42004, 42005~42008												
			42001	2digit_numbers	howmany.m4a					51~100				
			42002	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			1~20
			42003	operations_with_objects	2~10-1~4=?					1~9				
			42004	operations_with_objects	2~10-5~9=?					1~9				
			42005	shapes	which	·UUUUõÙâæ â·üUUUÜ ãñ?	which_is_a_circle			circle	circle,square,triangle,rectangle			
			42006	shapes	which	·UUUUõÙâæ S`UUUæØÚ ãñ?	which_is_a_square			square	circle,square,triangle,rectangle			
			42007	shapes	which	·UUUUõÙâæ ÅþæØ¢»Ü ãñ?	which_is_a_triangle			triangle	circle,square,triangle,rectangle			
			42008	shapes	which	·UUUUõÙâæ ÚðvÅð¢»Ü ãñ?	which_is_a_rectangle			rectangle	circle,square,triangle,rectangle			
PostTest_4	1	4001, 4002, 4003, 4004~4005, 4006, 4007, 4008, 4009~4010, 4011~4014, 4015												
			4001	2digit_numbers	howmany.m4a					51~100				
			4002	number_identification						51~99				
			4003	use_magnitude_symbols	11~50	11~50	çÚQUUUU SÍæÙ ÖÚð¢Ð	fill_in_the_blank.m4a						
			4004	biggest_and_smallest	biggest	·UUUUõÙ âæ âÕâð ÕÇ¸æ ãñ?	which_is_the_biggest.m4a			11~50				
			4005	biggest_and_smallest	smallest	·UUUUõÙâæ âÕâð ÀôÅæ ãñ?	which_is_the_smallest.m4a			11~50				
			4006	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			1~50
			4007	missing_number_drag	1	4	descending			1~20				
			4008	missing_number_drag	2	3	ascending			1~20	2			
			4009	operations_with_objects	1~20+1~20=?	regroupingfalse				1~20				
			4010	operations_with_objects	1~20-1~20=?	regroupingfalse				1~20				
			4011	shapes	which	·UUUUõÙâæ â·üUUUÜ ãñ?	which_is_a_circle			circle	circle,square,triangle,rectangle			
			4012	shapes	which	·UUUUõÙâæ S`UUUæØÚ ãñ?	which_is_a_square			square	circle,square,triangle,rectangle			
			4013	shapes	which	·UUUUõÙâæ ÅþæØ¢»Ü ãñ?	which_is_a_triangle			triangle	circle,square,triangle,rectangle			
			4014	shapes	which	·UUUUõÙâæ ÚðvÅð¢»Ü ãñ?	which_is_a_rectangle			rectangle	circle,square,triangle,rectangle			
			4015	shapes	what	Øã ·UUUUõÙ âæ ¥æ·UUUæÚ ãñ?	What_is_this_shape			circle,square,triangle,rectangle	circle,square,triangle,rectangle			
MiniTest_5_1	1	51001, 51002, 51003, 51004, 51005												
			51001	operations_drag	1~9+1~9=?		horizontal			1~10				
			51002	operations_drag	1~10-1~9=?		horizontal			1~9				
			51003	operations_drag	10-1~9=?		horizontal			1~9				
			51004	biggest_and_smallest	biggest	·UUUUõÙ âæ âÕâð ÕÇ¸æ ãñ?	which_is_the_biggest.m4a			11~50				
			51005	missing_number_drag	1	4	descending			1~20				
MiniTest_5_2	1	52001, 52002, 52003, 52004, 52005												
			52001	operations_drag	10+1~9=?		vertical			11~19				
			52002	operations_drag	11~20+1~10=?		vertical			11~19				
			52003	missing_number_drag	10	4	ascending			1~50	10			
			52004	operations_with_objects	1~9+1~9=?					10				
			52005	use_magnitude_symbols	11~50	11~50	çÚQUUUU SÍæÙ ÖÚð¢Ð	fill_in_the_blank.m4a						
MiniTest_5_3	1	53001, 53002, 53003, 53004, 53005												
			53001	operations_with_objects	1~9+1~9=?	regroupingtrue				1~20				
			53002	operations_with_objects	10-1~9=?	regroupingtrue				1~9				
			53003	operations_drag	11~20-1~10=?		vertical			10~20				
			53004	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			1~50
			53005	shapes	what	Øã ·UUUUõÙ âæ ¥æ·UUUæÚ ãñ?	What_is_this_shape			pentagon,hexagon,parallelogram,trapezoid	pentagon,hexagon,parallelogram,trapezoid			
PostTest_5	1	5001, 5002~5003, 5004~5007, 5008~5010, 5011, 5012, 5013, 5014, 5015~5018, 5019												
			5001	recognize_number						51~100				
			5002	use_magnitude_symbols	41~50	41~50	çÚQUUUU SÍæÙ ÖÚð¢Ð	fill_in_the_blank.m4a						
			5003	use_magnitude_symbols	16~19	31~34	çÚQUUUU SÍæÙ ÖÚð¢Ð	fill_in_the_blank.m4a						
			5004	biggest_and_smallest	biggest	·UUUUõÙ âæ âÕâð ÕÇ¸æ ãñ?	which_is_the_biggest.m4a			11~50				
			5005	biggest_and_smallest	smallest	·UUUUõÙâæ âÕâð ÀôÅæ ãñ?	which_is_the_smallest.m4a			11~50				
			5006	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			11~50
			5007	compare_number_magnitudes	descending	âÕâð ÕÇ¸ð âð Üð·UUUUÚ âÕâð ÀôÅð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_largest_to_smallest.m4a			11~50				
			5008	missing_number_drag	1	2	ascending			1~50				
			5009	missing_number_drag	5	3	ascending			1~50	5			
			5010	missing_number_drag	10	4	descending			1~50	10			
			5011	operations_with_objects	1~9+1~9=?	regroupingtrue				11~18				
			5012	operations_drag	1~9+1~9=?		vertical			10				
			5013	operations_drag	10+1~10=?		horizontal			11~19				
			5014	operations_drag	10-1~9=?		vertical			1~9				
			5015	shapes	which	·UUUUõÙâæ Âð¢Åæ»Ù ãñ?	Which_is_a_pentagon			pentagon	pentagon,hexagon,parallelogram,trapezoid			
			5016	shapes	which	·UUUUõÙâæ ãðvâæ»æòÙ ãñ?	Which_is_a_hexagon			hexagon	pentagon,hexagon,parallelogram,trapezoid			
			5017	shapes	which	·UUUUõÙâæ ÂÚÜðÜô»ýæ× ãñ?	Which_is_a_parallelogram			parallelogram	pentagon,hexagon,parallelogram,trapezoid			
			5018	shapes	which	·UUUUõÙâæ ÅþðÂôÁæò§Ç ãñ?	Which_is_a_trapezoid			trapezoid	pentagon,hexagon,parallelogram,trapezoid			
			5019	shapes	what	Øã ·UUUUõÙ âæ ¥æ·UUUæÚ ãñ?	What_is_this_shape			cylinder,cube,sphere,cone	cylinder,cube,sphere,cone			
MiniTest_6_1	1	61001, 61002, 61003, 61004, 61005												
			61001	missing_number_drag	1	3	ascending			51~100				
			61002	missing_number_drag	10	4	ascending			51~100	10			
			61003	number_identification						51~100				
			61004	operations_with_objects	11~19+1~9=?	regroupingtrue				20				
			61005	operations_drag	1~9+1~9=?	regroupingtrue	vertical			10~19				
MiniTest_6_2	1	62001~62002, 62003, 62004, 62005, 62006												
			62001	biggest_and_smallest	biggest	·UUUUõÙ âæ âÕâð ÕÇ¸æ ãñ?	which_is_the_biggest.m4a			51~100				
			62002	biggest_and_smallest	smallest	·UUUUõÙâæ âÕâð ÀôÅæ ãñ?	which_is_the_smallest.m4a			51~100				
			62003	use_magnitude_symbols	51~100	51~100	çÚQUUUU SÍæÙ ÖÚð¢Ð	fill_in_the_blank.m4a						
			62004	operations_drag	11~20-10=?		horizontal			1~10				
			62005	operations_drag	11~20-1~9=?	regroupingtrue	vertical			1~10				
			62006	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			51~99
MiniTest_6_3	1	63001, 63002, 63003, 63004~63005, 63006												
			63001	missing_number_drag	10	3	descending			51~100	10			
			63002	operations_with_objects	11~20-1~9=?	regroupingtrue				1~20				
			63003	operations_drag	1~20+1~20=?	regroupingtrue	vertical			20				
			63004	operations_drag	20-1~9=?	regroupingtrue	vertical			11~19				
			63005	operations_drag	20-11~19=?	regroupingtrue	vertical			1~9				
			63006	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			71~99
PostTest_6	1	6001, 6002, 6003, 6004~6005, 6006~6007, 6008~6009, 6010, 6011, 6012, 6013~6014												
			6001	recognize_number						51~100				
			6002	3digit_numbers	howmany.m4a					100~110				
			6003	use_magnitude_symbols	51~100	51~100	çÚQUUUU SÍæÙ ÖÚð¢Ð	fill_in_the_blank.m4a						
			6004	biggest_and_smallest	biggest	·UUUUõÙ âæ âÕâð ÕÇ¸æ ãñ?	which_is_the_biggest.m4a			51~100				
			6005	biggest_and_smallest	smallest	·UUUUõÙâæ âÕâð ÀôÅæ ãñ?	which_is_the_smallest.m4a			51~100				
			6006	missing_number_drag	10	2	ascending			50~100	10			
			6007	missing_number_drag	5	2	ascending			51~100	5			
			6008	missing_number_drag	1	3	descending			51~100				
			6009	missing_number_drag	10	3	descending			51~100	10			
			6010	operations_with_objects	1~9+1~9=?	regroupingtrue				11~18				
			6011	operations_with_objects	11~20-1~9=?	regroupingtrue				2~19				
			6012	operations_drag	11~20-1~10=?	regroupingfalse	horizontal			1~10				
			6013	operations_drag	11~19+1~9=?	regroupingtrue	vertical			20				
			6014	operations_drag	20-1~9=?	regroupingtrue	vertical			11~19				
MiniTest_7_1	1	71001,71002, 71003, 71004, 71005												
			71001	missing_number_drag	3	4	ascending			1~20	3			
			71002	operations_with_objects	11~19-1~9=?	regroupingtrue				1~9				
			71003	operations_drag	1~10+1~10=?	regroupingtrue	vertical			10~20				
			71004	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			51~99
			71005	word_problem	7 ÚðÇ °ŒÂÜ ¥æñÚ 2 »ýèÙ °ŒÂÜ Åô·UUUUÚè ×ð¢ ãñ¢Ð Åô·UUUUÚè ×ð¢ ç·UUUUÌÙð °ŒÂÜ ãñ¢?	en_uk_a1_08.m4a				9				
MiniTest_7_2	1	72001, 72002, 72003, 72004, 72005												
			72001	missing_number_drag	2	4	descending			1~10	2			
			72002	operations_drag	11~19+11~19=?	regroupingfalse	horizontal			20~30				
			72003	operations_drag	20-1~10=?		horizontal			1~10				
			72004	compare_number_magnitudes	descending	âÕâð ÕÇ¸ð âð Üð·UUUUÚ âÕâð ÀôÅð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_largest_to_smallest.m4a			51~99				
			72005	word_problem	çÕÜè ·ðUUU Âæâ 2 ×æÕüËâ ãñ¢Ð ¥æòÇþð ·ðUUU Âæâ çÕÜè ·UUUè ÌéÜÙæ ×ð¢ 3 ¥çÏ·UUUU ×æÕüËâ ãñ¢Ð ¥æòÇþð ·ðUUU Âæâ ç·UUUUÌÙð ×æÕüËâ ãñ¢?	en_uk_d3_02.m4a				5				
MiniTest_7_3	1	73001, 73002, 73003, 73004, 73005												
			73001	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			71~99
			73002	missing_number_drag	2	3	descending			11~30	2			
			73003	operations_with_objects	11~19+11~19=?	regroupingtrue				20~40				
			73004	operations_drag	21~50-10~20=?	regroupingfalse	vertical			1~40				
			73005	word_problem	5 °ÂËâ ÅðÕÜ ÂÚ ãñ¢Ð âñ× 2 °ÂËâ ¹æÌæ ãñÐ ÅðÕÜ ÂÚ ç·UUUUÌÙð âðÕ Õ¿ð ãñ¢?	en_uk_b1_01.m4a				3				
PostTest_7	1	7001, 7002~7003, 7004, 7005, 7006~7007, 7008, 7009, 7010~7011, 7012, 7013												
			7001	use_magnitude_symbols	51~100	51~100	çÚQUUUU SÍæÙ ÖÚð¢Ð	fill_in_the_blank.m4a						
			7002	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			51~100
			7003	compare_number_magnitudes	descending	âÕâð ÕÇ¸ð âð Üð·UUUUÚ âÕâð ÀôÅð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_largest_to_smallest.m4a			51~100				
			7004	missing_number_drag	3	4	ascending			10~50	3			
			7005	missing_number_drag	5	3	descending			10~50	5			
			7006	operations_with_objects	11~19+1~9=?	regroupingtrue				20~30				
			7007	operations_with_objects	1~9+11~19=?	regroupingtrue				20~30				
			7008	operations_with_objects	11~19+11~19=?	regroupingtrue				20~40				
			7009	operations_drag	11~50-11~30=?	regroupingfalse	vertical			1~50				
			7010	word_problem	SÅñâè Ùð âéÕã 5 ×ÀçÜØæ¡ Â·UUUUÇ¸è¢Ð ©âÙð ÎôÂãÚ ×ð¢ 4 ¥æñÚ ×ÀçÜØæ¡ Â·UUUUÇ¸è¢Ð SÅñâè Ùð ·éUUUÜ ç·UUUUÌÙè ×ÀÜè Â·UUUUÇ¸è?	en_uk_a1_01.m4a				9				
			7011	word_problem	Íæò×â ·ðUUU ¹ðÌ ×ð¢ 2 Õ·UUUUçÚØæ¢ ãñ¢Ð ©â·ðUUU ¹ðÌ ÂÚ Õ·UUUUçÚØô¢ ·UUUè ÌéÜÙæ ×ð¢ 6 ¥çÏ·UUUU ×éç»üØæ¢ ãñ¢Ð ©â·ðUUU Âæâ ç·UUUUÌÙè ×éç»üØæ¢ ãñ¢?	en_uk_d3_07.m4a				8				
			7012	word_problem	°·UUUU àææ¹æ ÂÚ 4 Âÿæè ÕñÆð ãñ¢Ð 1 ©Ç¸ »ØæÐ àææ¹æ ÂÚ ç·UUUUÌÙð Âÿæè Õ¿ð ãñ¢?	en_uk_b1_03.m4a				3				
			7013	word_problem	¥æÂ·ðUUU Âæâ 7 »éyÕæÚð ãñ¢ ¥æñÚ ¥æÂ·ðUUU ç×˜æ ·ðUUU Âæâ 5 »éyÕæÚð ãñ¢Ð ¥æÂ·ðUUU ç×˜æ ·ðUUU ×é·UUUæÕÜð ¥æÂ·ðUUU Âæâ ç·UUUUÌÙð »éyÕæÚð ÊØæÎæ ãñ¢?	en_uk_d1_02.m4a				2				
MiniTest_8_1	1	81001, 81002, 81003, 81004, 81005												
			81001	use_magnitude_symbols	100, 200, 300, 400, 500, 600, 700, 800, 900	100, 200, 300, 400, 500, 600, 700, 800, 900	çÚQUUUU SÍæÙ ÖÚð¢Ð	fill_in_the_blank.m4a						
			81002	missing_number_drag	2	4	descending			50~100	2			
			81003	operations_drag	11~50+11~50=?	regroupingfalse	vertical			20~50				
			81004	operations_drag	11~50-11~50=?	regroupingfalse	vertical			20~50				
			81005	word_problem	°·UUUU ÂæÙè ·UUUè Å¢·UUUè ×ð¢ 14 ×ÀçÜØæ¡ ãñ¢Ð ·ðUUUÚè Ùð 3 ¥æñÚ ×ÀçÜØæ¡ Å¢·UUUè ×ð¢ ÇæÜè¢Ð Å¢·UUUè ×ð¢ ç·UUUUÌÙè ×ÀçÜØæ¢ ãñ¢?	en_uk_a1_04.m4a				17				
MiniTest_8_2	1	82001, 82002, 82003, 82004, 82005												
			82001	compare_number_magnitudes	descending	âÕâð ÕÇ¸ð âð Üð·UUUUÚ âÕâð ÀôÅð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_largest_to_smallest.m4a			51~100				
			82002	missing_number_drag	1	4	ascending			100~500				
			82003	operations_drag	21~40+11~20=?	regroupingtrue	vertical			30~60				
			82004	word_problem	¹æÙð ·UUUè ×ðÁ ÂÚ 10 ŒÜðÅð¢ ãñ¢Ð ŒÜðÅô¢ ·UUUè ÌéÜÙæ ×ð¢ 5 ¥çÏ·UUUU Üô» ãñ¢Ð ·éUUUÜ ç·UUUUÌÙð Üô» ãñ¢?	en_uk_d3_09.m4a				15				
			82005	word_problem	°·UUUU ÕæÇ¸ ÂÚ 12 çÕçËÜØæ¡ ãñ¢Ð 1 çÕËÜè ÕæÇ¸ âð Ùè¿ð ·êUUUÎÌè ãñÐ ¥Õ ç·UUUUÌÙè çÕçËÜØæ¡ ÕæÇ¸ ÂÚ ãñ¢?	en_uk_b1_09.m4a				11				
MiniTest_8_3	1	83001, 83002, 83003, 83004, 83005												
			83001	missing_number_drag	100	2	ascending			100~900	100			
			83002	operations_drag	11~18-1~9=?	regroupingtrue	horizontal			1~9				
			83003	operations_drag	21~50-11~30=?	regroupingtrue	vertical			1~40				
			83004	word_problem	ÁðÙðÅ ·ðUUU Âæâ 8 â¢ÌÚð ãñ¢ ¥æñÚ àæðÚôÙ ·ðUUU Âæâ 4 â¢ÌÚð ãñ¢Ð ©Ù·ðUUU Âæâ ·éUUUÜ ç×Üæ·UUUUÚ ç·UUUUÌÙð â¢ÌÚð ãñ¢?	en_uk_a2_08.m4a				12				
			83005	word_problem	âñ¢Çè ·UUUè ©×ý 5 âæÜ ãñÐ ç×Øæ âñ¢Çè âð 7 âæÜ ÕÇ¸è ãñÐ ç×Øæ ç·UUUUÌÙè âæÜ ·UUUè ãñ?	en_uk_d4_10.m4a				12				
PostTest_8	1	8001, 8002, 8003, 8004, 8005, 8006, 8007, 8008, 8009, 8010												
			8001	compare_number_magnitudes	ascending	âÕâð ÀôÅð âð Üð·UUUUÚ âÕâð ÕÇ¸ð Ì·UUUU ·ðUUU RUUUU× ×ð¢ â¢wØæ ·UUUUô Ú¹ð	order_the_numbers_from_smallest_to_largest.m4a			300~700
			8002	missing_number_drag	1	3	ascending			200~999				
			8003	missing_number_drag	100	4	ascending			200~999	100			
			8004	missing_number_drag	100	4	descending			100~500	100			
			8005	operations_drag	11~50+11~20=?	regroupingtrue	vertical			1~50				
			8006	operations_drag	31~50-11~20=?	regroupingtrue	vertical			1~50				
			8007	word_problem	Åæò× ·ðUUU Âæâ 6 ç·UUUUÌæÕð¢ ãñ¢Ð Áð{â ·ðUUU Âæâ 2 ç·UUUUÌæÕð¢ ãñ¢Ð ©Ù·ðUUU Âæâ âÖè ×ð¢ ç·UUUUÌÙè ç·UUUUÌæÕð¢ ãñ¢?	en_uk_a1_05.m4a				8				
			8008	word_problem	çÇ°»ô ·ðUUU  °·UUUU Åô·UUUUÚè ×ð¢ 11 ¥æ× ãñ¢Ð çÇ°»ô ¥ÂÙè ÕãÙ ·UUUUô 4 ¥æ× ÎðÌæ ãñÐ Åô·UUUUÚè ×ð¢ ç·UUUUÌÙð ¥æ× Õ¿ð ãñ¢?	en_uk_b2_05.m4a				7				
			8009	word_problem	ÈýðUUUÇ 12 âæÜ ·UUUæ ãñÐ ©â·UUUæ Öæ§ü Åæò× 8 âæÜ ·UUUæ ãñÐ ÈýðUUUÇ ·UUUè ÌéÜÙæ ×ð¢ Åæò× ç·UUUUÌÙæ ÀôÅæ ãñ?	en_uk_d2_06.m4a				4				
			8010	word_problem	°·UUUU ç·UUUUâæÙ Ùð 16 ¥¢Çð §·UUUU_ð ç·UUUU°Ð ÙæàÌæ ÕÙæÙð ·ðUUU çÜ° ©âÙð 4 ¥¢Çô¢ ·UUUæ §SÌð×æÜ ç·UUUUØæÐ ©â·ðUUU Âæâ ç·UUUUÌÙð ¥¢Çð Õ¿ð ãñ¢?	en_uk_b1_06.m4a				12				
MiniTest_9_1	1	91001~91003, 91004, 91005, 91006, 91007												
			91001	operations_drag	11~99+10, 20, 30, 40, 50, 60, 70, 70, 80=?		horizontal			1~100				
			91002	operations_drag	10, 20, 30, 40, 50, 60, 70, 80+11~99=?		horizontal			1~100				
